x,y,title
0.2568678911099024,0.06717218540734934,"Lion King, The (1994)"
0.14409916480907523,0.2694495846648687,Jurassic Park (1993)
0.699631602669586,0.4144403095409264,Star Wars: Episode IV - A New Hope (1977)
0.16506926531655788,0.5399548772160115,"Shawshank Redemption, The (1994)"
0.15308246422555474,0.32212050096221195,Aladdin (1992)
0.8312666882932682,0.368175606578252,Star Wars: Episode V - The Empire Strikes Back (1980)
0.5348716831366656,0.9624528745863147,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
0.502158263766793,0.5748951982828643,Ferris Bueller's Day Off (1986)
0.5456276611975972,0.4388481529013151,There's Something About Mary (1998)
0.32235929145992664,0.5052643968356949,"Fifth Element, The (1997)"
0.6846545182229044,0.47623382403205966,Monty Python and the Holy Grail (1975)
0.5319512818640371,0.37016381872120496,"Silence of the Lambs, The (1991)"
0.7825987607289131,0.9394772899073226,"Dark Knight, The (2008)"
0.5991023767147157,0.8907474084319944,Memento (2000)
0.5116484519028467,0.689606327522508,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
0.5414503051933489,0.7665634054599287,Kill Bill: Vol. 1 (2003)
0.5436926557641655,0.8674906053554485,Kill Bill: Vol. 2 (2004)
0.6850994067957911,0.8802656133485162,WALL·E (2008)
0.4689733619321009,0.9196137357710614,Iron Man (2008)
0.27856712044876847,0.5710726501862695,"Usual Suspects, The (1995)"
0.8903212976894274,0.6215284031697597,"Godfather: Part II, The (1974)"
0.8403413227132827,0.5715392767042928,Casablanca (1942)
0.3577445719112873,0.6383738387121937,Fight Club (1999)
0.6579838354146684,0.6967948833978042,American History X (1998)
0.7137433313780298,0.9412989037139539,Inception (2010)
0.6186668276729497,0.6220785530839118,American Beauty (1999)
0.638904829536189,0.7963619834041271,"Departed, The (2006)"
0.7182670988168638,0.5332473725149351,Blade Runner (1982)
0.28132528111002275,0.3688402446548314,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
0.8891328289636515,0.5299507942377836,2001: A Space Odyssey (1968)
0.6451429081903037,0.5129397455416378,Alien (1979)
0.9082882942651802,0.4524981268340529,Aliens (1986)
0.3961860470024857,0.48038904120607945,"Terminator, The (1984)"
0.32686763973645666,0.3138748674822856,Independence Day (a.k.a. ID4) (1996)
0.448475890714493,0.3905628160549011,Star Wars: Episode I - The Phantom Menace (1999)
0.6660021842973585,0.5558060139117931,"Clockwork Orange, A (1971)"
0.749856799336162,0.6451869902973617,Apocalypse Now (1979)
0.5323457300216314,0.818062725552029,V for Vendetta (2006)
0.8188258638032155,0.6747725618181288,Reservoir Dogs (1992)
0.6071655114359804,0.7533121007372453,Snatch (2000)
0.7606386386335425,0.7103852898011542,Trainspotting (1996)
0.7683817892772468,0.5750732383331856,Taxi Driver (1976)
0.5981795206265966,0.5654635814819273,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
0.8109125057599786,0.6134015902206899,Goodfellas (1990)
0.7853765566260847,0.5377935823885794,Full Metal Jacket (1987)
0.48609200045374507,0.7973406015121204,Catch Me If You Can (2002)
0.5660258924194838,0.5937620611310781,"Big Lebowski, The (1998)"
0.7959069031549861,0.8530459614168806,Up (2009)
0.38084874016561054,0.5526442889725051,Die Hard (1988)
0.5165594139965265,0.4860280093402211,Groundhog Day (1993)
0.46046679253369954,0.473825282866118,Ghostbusters (a.k.a. Ghost Busters) (1984)
0.0,0.1970978549520615,Batman (1989)
0.018847108571638252,0.2582919299603549,Dances with Wolves (1990)
0.08603968136665693,0.12213054150506358,Batman Forever (1995)
0.09365217350261902,0.23954994179813058,Ace Ventura: Pet Detective (1994)
0.16285369211642492,0.22086822124356464,Beauty and the Beast (1991)
0.19551526969056193,0.11112908542342885,Dumb & Dumber (Dumb and Dumber) (1994)
0.2745004788027751,0.12205766234246923,Interview with the Vampire: The Vampire Chronicles (1994)
0.2111253883096605,0.4594562859358294,Seven (a.k.a. Se7en) (1995)
0.5359845727767756,0.26700593609555673,Willy Wonka & the Chocolate Factory (1971)
0.946357317701087,0.6849834570490009,Fargo (1996)
0.36531006410712286,0.2426127132103593,Twister (1996)
0.4834842939590772,0.42990190340932843,E.T. the Extra-Terrestrial (1982)
0.3790162675211667,0.11012029292735884,Clueless (1995)
0.4997974892565694,0.10283369565596767,Mrs. Doubtfire (1993)
0.5776393933372355,0.6485504909841688,Good Will Hunting (1997)
0.06758069021314612,0.191551469632715,Die Hard: With a Vengeance (1995)
0.19315627043900782,0.15905813823335632,GoldenEye (1995)
0.8249545764471462,0.4975668424586879,L.A. Confidential (1997)
0.45738396158928896,0.32380361087790954,Titanic (1997)
0.3067975913969188,0.2040163226597033,Speed (1994)
0.7414897228300176,0.6066055347498156,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
0.6951555776240936,0.5896920242050946,"Shining, The (1980)"
0.4351579227156054,0.26129210017068927,Mission: Impossible (1996)
0.12577711649944762,0.16905031480795005,Stargate (1994)
0.35287634595498496,0.07713967661335171,Home Alone (1990)
0.37834778916259076,0.1615625617134215,Babe (1995)
0.427028518741667,0.1160413317282534,Ghost (1990)
0.4373801170074448,0.059017257720767595,Pretty Woman (1990)
0.3675270983491182,0.02391323298905176,Sleepless in Seattle (1993)
0.33192546968253284,0.1355656421389814,"Mask, The (1994)"
0.5102899282456091,0.5295194800735809,Rain Man (1988)
0.677173705467855,0.6416797604977448,Being John Malkovich (1999)
0.5829548147746281,0.7981490904542522,Donnie Darko (2001)
0.2546478234162001,0.16489785634815962,Waterworld (1995)
0.5631015097414901,0.6993881762340107,"Green Mile, The (1999)"
0.76104177747118,0.4847429223304352,One Flew Over the Cuckoo's Nest (1975)
0.4445750494778778,0.16535755412051462,Four Weddings and a Funeral (1994)
