x,y,title
0.4594089552230943,0.6545540606487933,Fight Club (1999)
0.22404952958163274,0.7353825853738611,American History X (1998)
0.11722826678470466,0.8523508859929766,Inception (2010)
0.261480534646292,0.5971142010656203,American Beauty (1999)
0.12269882059650644,0.5270291213450641,Blade Runner (1982)
0.5881172038999417,0.13463092138573918,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
0.5748745140516119,0.6091085636673844,Alien (1979)
0.0,0.45365090619629667,Aliens (1986)
0.42795206607339475,0.34318048503208237,"Terminator, The (1984)"
0.480008367398253,0.03284121150236,Independence Day (a.k.a. ID4) (1996)
0.48911895335145733,0.42000996471081026,Star Wars: Episode I - The Phantom Menace (1999)
0.3196579966512494,0.6200926234059202,Reservoir Dogs (1992)
0.39922901552729867,0.49753007370719654,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
0.18899779526170718,0.6530539943772061,Goodfellas (1990)
0.3435378891017121,0.3427636287578619,Die Hard (1988)
0.4915378213135941,0.5021245511502793,Groundhog Day (1993)
0.553523636474275,0.454568170126206,Ghostbusters (a.k.a. Ghost Busters) (1984)
1.0,0.11293173802246023,Batman (1989)
0.9085282764919279,0.19118260219097724,Dances with Wolves (1990)
0.9330470280508023,0.46380683113092774,Batman Forever (1995)
0.9832256457904873,0.30691526507182376,Ace Ventura: Pet Detective (1994)
0.8296661088342626,0.19416193187499817,Beauty and the Beast (1991)
0.7671467607926347,0.24337723186931268,Dumb & Dumber (Dumb and Dumber) (1994)
0.5716883495713828,0.27780832130789446,Seven (a.k.a. Se7en) (1995)
0.08813589831747169,0.3357825962768198,Fargo (1996)
0.7337718604058251,0.0,Twister (1996)
0.5436061382140895,0.5229462732697661,E.T. the Extra-Terrestrial (1982)
0.781770730135546,0.4712667889602829,Mrs. Doubtfire (1993)
0.269819961519706,0.6658449978787883,Good Will Hunting (1997)
0.9989611163579095,0.213153193994264,Die Hard: With a Vengeance (1995)
0.6143553106304896,0.47677660765815577,Titanic (1997)
0.8299764238720775,0.28278962597439344,Speed (1994)
0.6861935667758843,0.11638983367805068,Mission: Impossible (1996)
0.8985339634057435,0.2719948890306532,Stargate (1994)
0.8284181752413294,0.36033698088864463,Babe (1995)
0.7631781264953504,0.37284464256136246,Pretty Woman (1990)
0.6599236514368337,0.3416712799832355,"Mask, The (1994)"
0.36515970841099077,0.8702172131951263,"Green Mile, The (1999)"
0.1039176483248147,0.658192821542558,One Flew Over the Cuckoo's Nest (1975)
